Ticker,YEAR,Environmental ,Social,Governance,ESG_score,GVKEY,Address Line 1,Postal Code,City,Mining,Construction,Manufactuing,Transportation Public Utilities,Wholesale Trade,Retail Trade,Services,SIC code,Company Name,CIK Number,Country Code,Current Assets,Assets,Cash,Inventory,Current Marketable Securities,Current Liabilities,Liabilities,"Property, Plant and Equipment",Preferred/Preference Stock,Allowance for Doubtful Receivables ,Total Receivables ,Stockholders Equity,Cost of Goods Sold,Dividends - Preferred/Preference,Dividends ,Earnings Before Interest and Taxes,Earnings Per Share (Basic),Net Income (Loss),Net Income Adjusted for common stocks,Sales/Turnover (Net),Interest and Related Expense,Common Shares Outstanding,Total Debt Including Current,Price Close - Annual -,Net receivables,Total assets last year ,Net receivables last year,Inventory last year,Stockholder equity last year,Cost of Goods Sold last year,Common shares outstanding last year
GPI,2019,0.0,10.6409,87.477,32.7734,65718,"800 Gessner, Suite 500",77024,Houston,0,0,0,0,0,1,0,5500,GROUP 1 AUTOMOTIVE INC,1031203,USA,2516.3,5570.2,23.8,1901.7,0.0,2422.3,4314.5,1767.2,0.0,3.1,478.9,1255.7,10227.7,0.0,20.3,405.2,9.35,174.0,167.6,12043.8,137.8,18.628,1726.6,100.0,475.8,5001.08,456.44,1844.06,1095.69,9876.27,18.32
ALK,2019,59.317,28.5671,87.477,58.4951,1230,19300 International Boulevard,98188,Seattle,0,0,0,1,0,0,0,4512,ALASKA AIR GROUP INC,766421,USA,2037.0,12993.0,221.0,72,1300.0,3201.0,8662.0,8613.0,0.0,0.0,323.0,4331.0,6379.0,0.0,173.0,1107.0,6.24,769.0,769.0,8781.0,78.0,123.0,3207,67.75,323.0,10912,365,60,3751,6193,123.19
GME,2020,0.0,10.006,87.477,32.5621,145049,625 Westport Parkway,76051,Grapevine,0,0,0,0,0,1,0,5734,GAMESTOP CORP,1326380,USA,1551.2,2472.6,508.5,602.5,110.0,1342.7,2035.9,863.3,0.0,3.6,278.3,436.7,3749.5,0.0,0.0,-238.1,-3.31,-215.3,-215.3,5089.8,34.0,65.3,1021.8,325.0,274.7,2819.7,128.7,859.7,611.5,4461.1,64.3
CNTY,2019,0.0,13.2104,84.979,32.7935,29151,"455 East Pikes Peak Avenue, Suite 210",80903,Colorado Springs,0,0,0,0,0,0,1,7990,CENTURY CASINOS INC,911147,USA,79.366,726.9,54.754,2.046,0.0,56.57,554.825,540.973,0.0,0.0,11.371,163.306,113.137,0.0,0.0,16.649,-0.65,-19.155,-19.155,218.227,8.25,29.5,502.123,7.92,11.37,278.83,6.04,0.9,176.32,89.91,29.44
RICK,2019,0.0,5.1391,80.253,28.5283,61418,10737 Cutten Road,77066,Houston,0,0,0,0,0,1,0,5810,RCI HOSPITALITY HLDGS INC,935419,USA,34.771,353.637,14.097,2.598,0.0,34.208,185.336,183.956,0.0,0.101,7.243,168.457,74.77,0.0,1.252,37.492,1.99,19.175,19.175,181.059,10.806,9.591,143.528,20.68,7.14,330.57,7.32,2.35,154.27,67.46,9.72
SPTN,2019,0.483,13.3615,84.979,33.0047,28762,"850 76th Street, S.W., PO Box 8700",49518-8700,Grand Rapids,0,0,0,0,1,0,0,5141,SPARTANNASH CO,877422,USA,996.682,2275.609,24.172,537.212,0.0,565.134,1588.071,884.798,0.0,2.739,345.32,687.538,7292.235,0.0,27.616,77.366,0.16,5.742,5.593,8536.065,34.548,36.351,998.343,14.24,342.58,1971.91,342.08,553.8,715.95,6951.25,35.95
PAG,2019,2.265,17.3519,84.979,34.9261,63847,2555 Telegraph Road,48302-0954,Bloomfield Hills,0,0,0,0,0,1,0,5500,PENSKE AUTOMOTIVE GROUP INC,1019849,USA,5334.1,13942.7,28.1,4260.7,0.0,5451.0,11131.1,4726.9,0.0,5.7,960.3,2793.4,19723.9,0.0,130.8,652.7,5.28,435.8,435.8,23179.4,208.7,81.085,4752.5,50.22,954.6,10904.5,923.7,4040.1,2609.1,19370.2,84.55
GPI,2020,0.0,10.6409,87.477,32.7734,65718,"800 Gessner, Suite 500",77024,Houston,0,0,0,0,0,1,0,5500,GROUP 1 AUTOMOTIVE INC,1031203,USA,2004.2,5089.4,87.3,1468,0.0,1842.7,3639.8,1818.1,0.0,3.5,411.1,1449.6,9082.9,0.0,11.0,533.8,15.55,286.5,276.2,10851.8,103.2,18.091,1580.5,131.14,407.6,5570.2,475.8,1901.7,1255.7,10227.7,18.63
UNFI,2020,14.739,15.5683,87.477,39.322,63927,313 Iron Horse Way,2908,Providence,0,0,0,0,1,0,0,5140,UNITED NATURAL FOODS INC,1020859,USA,3704.917,7586.972,46.993,2280.767,0.0,2370.074,6444.714,2684.024,0.0,55.928,1169.467,1144.745,22350.975,0.0,0.0,294.626,-5.1,-274.14,-274.14,26514.267,199.03,54.691,3658.687,19.85,1113.54,7180.97,1044.97,2089.42,1513.67,18342.5,52.89
MCS,2019,0.0,11.0943,83.594,31.6266,7022,"100 East Wisconsin Avenue, Suite 1900",53202-4125,Milwaukee,0,0,0,0,0,0,1,7830,MARCUS CORP,62234,USA,79.264,1359.186,20.862,5.673,4.756,174.988,737.728,1167.109,0.0,0.0,35.381,621.435,580.449,0.0,19.311,71.348,1.37,42.017,42.017,820.863,11.844,30.947,485.161,31.77,35.38,989.33,31.67,4.14,490.01,466.24,28.35
LAD,2019,13.47,21.3422,84.979,39.9859,64175,150 North Bartlett Street,97501,Medford,0,0,0,0,0,1,0,5500,LITHIA MOTORS INC -CL A,1023128,USA,3070.5,6083.9,84.0,2433.7,0.0,2569.1,4616.2,1863.6,0.0,7.3,505.0,1467.7,10718.9,0.0,27.6,500.1,11.7,271.5,271.5,12672.7,135.7,23.2,1733.6,147.0,497.7,5384,539.3,2365.3,1197.2,10044.4,23
SAH,2020,1.571,10.4293,84.979,32.3911,65831,4401 Colwick Road,28211,Charlotte,0,0,0,0,0,1,0,5500,SONIC AUTOMOTIVE INC -CL A,1043509,USA,1882.567,3745.993,170.313,1247.254,73.18,1831.413,2931.188,1510.969,0.0,0.0,371.666,814.805,8343.397,0.0,17.003,301.939,-1.21,-51.385,-51.385,9767.042,69.574,41.827,1124.775,38.57,371.67,4071.04,432.74,1517.88,944.76,8933.33,43.13
TXRH,2020,0.0,13.6034,87.477,33.7592,160376,6040 Dutchmans Lane,40205,Louisville,0,0,0,0,0,1,0,5812,TEXAS ROADHOUSE INC,1289460,USA,510.651,2325.161,363.155,22.364,0.0,506.318,1382.11,1620.948,0.0,0.011,98.418,927.505,2101.337,0.0,24.989,38.12,0.45,31.255,31.255,2398.123,4.391,69.562,833.564,78.16,98.41,1983.57,99.29,20.27,915.99,2259.95,69.4
SAH,2019,0.332,9.5828,84.979,31.697,65831,4401 Colwick Road,28211,Charlotte,0,0,0,0,0,1,0,5500,SONIC AUTOMOTIVE INC -CL A,1043509,USA,2017.61,4071.035,29.103,1517.875,0.0,2066.156,3126.271,1469.78,0.0,0.0,432.742,944.764,8933.326,0.0,17.242,313.97,3.35,144.137,144.137,10454.343,103.055,43.134,1092.246,31.0,432.74,3796.81,438.19,1528.46,823.12,8505.51,42.75
WYNN,2019,12.051,23.3676,91.24,42.2794,149318,3131 Las Vegas Boulevard South,89109,Las Vegas,0,0,0,0,0,0,1,7990,WYNN RESORTS LTD,1174922,USA,2856.337,13871.281,2351.904,88.519,0.0,1982.884,12329.809,10076.751,0.0,39.317,346.429,1743.045,4067.053,0.0,402.952,913.305,1.15,122.985,122.985,6611.099,471.174,107.364,10599.857,138.87,307.11,13216.27,243.95,66.63,2034.12,4086.28,107.23
BALY,2019,0.0,9.5526,84.979,31.5763,27240,100 Westminster Street,2903,Providence,0,0,0,0,0,0,1,7990,BALLYS CORP,1747079,USA,245.031,1021.887,182.581,7.9,2.921,89.784,810.476,527.661,0.0,1.3,23.19,211.411,185.172,0.0,7.596,125.613,1.46,55.13,55.13,523.577,39.83,32.113,700.829,25.65,21.89,782.35,21.97,6.42,298.66,129.34,37.99
LAD,2020,13.47,25.7557,84.979,41.4546,64175,150 North Bartlett Street,97501,Medford,0,0,0,0,0,1,0,5500,LITHIA MOTORS INC -CL A,1023128,USA,3337.6,7902.1,160.2,2492.9,0.0,2479.7,5240.6,2461.5,0.0,5.9,614.0,2661.5,10898.7,0.0,29.1,708.1,19.74,470.3,470.3,13124.3,109.1,26.5,2408.2,292.67,608.1,6083.9,497.7,2433.7,1467.7,10718.9,23.2
SXC,2020,55.874,37.0919,84.979,59.3502,186773,"1011 Warrenville Road, Suite 600",60532,Lisle,0,0,1,0,0,0,0,3312,SUNCOKE ENERGY INC,1514705,USA,229.7,1613.4,48.4,126.6,0.0,158.9,1112.5,1338.8,0.0,0.0,51.8,469.0,1047.1,0.0,20.2,72.2,0.04,3.7,3.7,1333.0,56.5,82.773,687.1,4.35,51.8,1753.8,61.7,147,491.6,1280.8,84.26
CZR,2020,51.676,39.48,91.24,60.8389,21808,"100 West Liberty Street, 12th Floor, Suite 1150",89501,Reno,0,0,0,0,0,0,1,7990,CAESARS ENTERTAINMENT INC,1590895,USA,6667.0,36385.0,1758.0,44,2021.0,2585.0,31351.0,14757.0,0.0,138.0,382.0,5016.0,1768.0,0.0,0.0,46.0,-13.5,-1757.0,-1757.0,3474.0,1174.0,208.049,26932,74.27,244.0,5640.55,53.08,18.38,1117.26,1186.15,77.57
PAG,2020,2.265,21.5236,84.979,36.3143,63847,2555 Telegraph Road,48302-0954,Bloomfield Hills,0,0,0,0,0,1,0,5500,PENSKE AUTOMOTIVE GROUP INC,1019849,USA,4408.8,13247.2,49.5,3425.6,0.0,4674.9,9921.1,4820.9,0.0,5.5,806.9,3302.5,17259.4,0.0,68.1,638.5,6.74,543.6,543.6,20443.9,157.3,80.393,4133.9,59.39,801.4,13942.7,954.6,4260.7,2793.4,19723.9,81.09
SXC,2019,63.183,33.948,84.979,60.7384,186773,"1011 Warrenville Road, Suite 600",60532,Lisle,0,0,1,0,0,0,0,3312,SUNCOKE ENERGY INC,1514705,USA,308.3,1753.8,97.1,147,0.0,194.8,1235.4,1402.6,0.0,0.0,61.7,491.6,1280.8,0.0,5.2,104.1,-1.98,-152.3,-152.3,1600.3,62.6,84.264,794.6,6.23,61.7,2045.3,76.1,110.4,463.1,1121.1,64.76
ADT,2019,14.376,15.4172,83.594,37.8533,32930,1501 Yamato Road,33431,Boca Raton,0,0,0,0,0,0,1,7380,ADT INC,1703056,USA,625.483,16083.652,48.736,138.402,0.0,1119.728,12899.283,3190.491,0.0,44.337,287.243,3184.369,1390.284,0.0,565.456,339.759,-0.57,-424.15,-424.15,5125.657,619.573,753.622,9822.019,7.93,242.91,17208.61,205.95,115.32,4224.81,1041.34,766.88
SAM,2020,1.238,18.2588,84.979,34.8858,61581,"One Design Center Place, Suite 850",2210,Boston,0,0,1,0,0,0,0,2082,BOSTON BEER INC -CL A,949870,USA,413.173,1378.825,163.282,130.91,0.0,259.423,421.858,681.566,0.0,0.535,88.751,956.967,848.123,0.0,0.0,264.673,15.73,191.96,191.96,1739.732,0.199,12.183,71.487,994.29,88.22,1054.06,64.99,106.04,735.64,577.23,12.04
GPRE,2020,48.626,26.9045,84.979,53.5459,181269,1811 Aksarben Drive,68106,Omaha,0,0,1,0,0,0,0,2860,GREEN PLAINS INC,1309402,USA,642.353,1578.917,233.86,269.491,40.95,452.556,802.253,863.573,0.0,0.0,56.229,646.852,1838.288,0.0,0.0,-77.745,-3.14,-108.775,-108.775,1923.719,39.993,35.657,449.802,13.17,56.23,1698.22,113.4,252.99,751.91,2410.6,36.03
ANDE,2019,0.0,9.6131,87.477,32.4313,1659,"1947 Briarfield Boulevard, PO Box 119",43537,Maumee,0,0,0,0,1,0,0,5150,ANDERSONS INC,821026,USA,1945.342,3900.741,54.895,1170.536,0.0,1439.919,2705.086,1599.117,0.0,12.781,536.367,973.61,7506.133,0.0,22.329,90.387,0.56,18.307,18.307,8170.191,61.891,33.343,1155.938,25.28,523.59,2392,198.96,690.8,830.32,2653.08,28.49
AN,2020,0.0,12.5756,84.979,32.5822,9063,200 SW 1st Avenue,33301,Fort Lauderdale,0,0,0,0,0,1,0,5500,AUTONATION INC,350698,USA,4152.7,9887.2,569.6,2598.5,0.1,4165.9,6651.5,3447.6,0.0,3.7,870.9,3235.7,16806.0,0.0,0.0,979.4,4.32,381.6,381.6,20390.0,157.0,83.484,2426.7,69.79,867.2,10543.3,942.9,3305.8,3162.1,17812.7,89.35
PRPL,2020,0.0,7.9202,81.156,29.7556,33068,"4100 North Chapel Ridge Road, Suite 200",84043,Lehi,0,0,1,0,0,0,0,2510,PURPLE INNOVATION INC,1643953,USA,229.071,554.732,122.955,65.726,0.0,132.208,487.191,102.894,0.0,0.0,29.111,67.197,335.475,0.0,0.0,71.226,-6.04,-236.867,-236.867,648.471,4.654,63.914,95.585,32.94,29.11,147.72,28.69,47.63,-2.35,235.08,22.49
PBF,2020,15.947,16.052,84.979,39.0504,196159,"One Sylvan Way, Second Floor",7054,Parsippany,0,0,1,0,0,0,0,2911,PBF ENERGY INC,1534504,USA,3867.4,10499.8,1609.5,1686.2,0.0,2451.5,8297.5,5760.2,0.0,0.0,512.9,1642.8,16521.4,0.0,35.9,-1790.8,-11.64,-1392.4,-1392.5,15115.9,270.8,120.102,5578.1,7.1,512.9,9132.4,835,2122.2,3039.6,23427.9,119.81
DINO,2019,53.549,36.2455,93.739,61.2212,5667,"2828 North Harwood, Suite 1300",75201,Dallas,0,0,1,0,0,0,0,2911,HF SINCLAIR CORP,1915657,USA,3306.189,12164.841,885.162,1474.202,0.0,1685.928,5655.415,5289.821,0.0,4.5,885.163,5978.193,15183.323,0.0,225.17,1463.288,4.64,772.388,771.354,17486.578,145.821,161.847,2931.205,50.71,880.66,10994.6,702.14,1354.38,5918.57,15348.2,172.12
PRPL,2019,0.0,7.9202,74.202,27.4318,33068,"4100 North Chapel Ridge Road, Suite 200",84043,Lehi,0,0,1,0,0,0,0,2510,PURPLE INNOVATION INC,1643953,USA,114.119,147.724,33.478,47.628,0.0,86.865,152.456,31.979,0.003,0.0,28.692,-2.354,235.079,0.0,0.0,16.214,-0.4,-4.027,-4.027,428.358,5.18,22.494,35.887,8.71,28.69,71.71,10.24,22.94,-0.66,170.99,9.73
TSN,2019,59.529,30.8343,87.477,59.32,10793,2200 West Don Tyson Parkway,72762-6999,Springdale,0,0,1,0,0,0,0,2011,TYSON FOODS INC -CL A,100493,USA,7169.0,33097.0,484.0,4108,1.0,5513.0,18871.0,7282.0,0.0,21.0,2173.0,14082.0,36214.0,0.0,564.0,2977.0,5.57,2022.0,2022.0,42405.0,462.0,366.0,10932,86.14,2152.0,29109,1704,3513,12803,33817,366
AN,2019,0.0,12.5756,84.979,32.5822,9063,200 SW 1st Avenue,33301,Fort Lauderdale,0,0,0,0,0,1,0,5500,AUTONATION INC,350698,USA,4411.1,10543.3,42.0,3305.8,0.5,5100.2,7381.2,3507.7,0.0,0.5,943.4,3162.1,17812.7,0.0,0.0,798.5,4.99,450.0,450.0,21335.7,246.4,89.349,2280.1,48.63,942.9,10665.1,999.8,3650.5,2716,18015.5,90.02
PATK,2020,0.0,9.6131,84.287,31.3651,8386,"107 West Franklin Street, PO Box 638",46515,Elkhart,0,0,1,0,0,0,0,3714,PATRICK INDUSTRIES INC,76605,USA,528.063,1753.435,44.767,312.809,0.0,227.389,1193.994,369.309,0.0,0.0,139.032,559.441,1995.178,0.0,24.202,179.823,4.27,97.061,97.061,2486.597,43.001,23.361,937.483,68.35,139.03,1470.99,87.54,253.87,497.48,1887.32,23.75
RUTH,2019,0.0,12.5756,87.477,33.4172,163891,"1030 West Canton Avenue, Suite 100",32789,Winter Park,0,0,0,0,0,1,0,5812,RUTHS HOSPITALITY GROUP INC,1324272,USA,42.011,496.876,5.567,9.623,0.0,112.881,402.731,349.32,0.0,0.241,23.769,94.145,342.312,0.0,15.566,52.461,1.46,42.206,42.206,468.026,2.197,28.347,301.605,21.765,23.53,254.61,19.15,9.3,90.13,326.37,29.2
JWN,2020,16.793,31.2576,87.477,45.2268,7922,1617 Sixth Avenue,98101,Seattle,0,0,0,0,0,1,0,5651,NORDSTROM INC,72333,USA,3642.0,9538.0,681.0,1863,0.0,4120.0,9233.0,5313.0,0.0,0.0,805.0,305.0,6899.0,0.0,58.0,-767.0,-4.39,-690.0,-690.0,10715.0,199.0,157.8,5216,35.45,805.0,9737,179,1920,979,9271,155.6
TSLA,2019,17.759,14.6614,76.58,36.3847,184996,13101 Tesla Road,78725,Austin,0,0,1,0,0,0,0,3711,TESLA INC,1318605,USA,12103.0,34309.0,6268.0,3552,246.0,10667.0,26199.0,20199.0,0.0,0.0,1324.0,6618.0,18402.0,0.0,0.0,80.0,-4.92,-862.0,-870.0,24578.0,716.0,181.0,14697,418.33,1324.0,29739.61,949.02,3113.45,4923.24,15531.46,172.6
CVI,2020,0.332,11.0339,83.594,31.7171,178672,"2277 Plaza Drive, Suite 500",77479,Sugar Land,0,0,1,0,0,0,0,2911,CVR ENERGY INC,1376139,USA,1402.0,3978.0,667.0,298,180.0,659.0,2759.0,2277.0,0.0,0.0,178.0,1019.0,3851.0,0.0,121.0,-285.0,-2.54,-256.0,-256.0,3930.0,130.0,100.531,1729,14.9,178.0,3905,186,390,1393,5384,100.53
AMZN,2020,20.205,31.3482,90.548,47.4198,64768,410 Terry Avenue North,98109-5210,Seattle,0,0,0,0,0,1,0,5961,AMAZON.COM INC,1018724,USA,132733.0,321195.0,42122.0,22943,42507.0,126385.0,227791.0,150667.0,0.0,1100.0,19981.0,93404.0,217068.0,0.0,0.0,22315.0,42.64,21331.0,21331.0,386064.0,1647.0,503.0,104015,3256.93,18881.0,225248,16945,19868,62060,150386,498
DISH,2019,15.282,12.9988,83.022,37.1592,60900,9601 South Meridian Boulevard,80112,Englewood,0,0,0,1,0,0,0,4841,DISH NETWORK CORP,1001082,USA,4015.1,33230.935,2443.643,322.898,416.704,4496.091,21114.788,2850.512,0.0,19.28,588.358,11564.521,8503.225,0.0,0.0,1878.876,2.92,1399.512,1399.512,12807.684,1003.986,523.039,14282.3,35.47,569.08,30587.01,622.89,290.73,8595.69,9257.05,467.88
TITN,2020,0.0,12.1221,84.979,32.4313,178973,644 East Beaton Drive,58078-2648,West Fargo,0,0,0,0,0,1,0,5500,TITAN MACHINERY INC,1409171,USA,580.234,815.789,78.99,418.458,0.0,317.5,444.508,221.61,0.0,4.933,69.109,371.281,1127.86,0.0,0.0,40.588,0.86,19.356,19.031,1411.222,7.182,22.553,147.57,21.3,64.18,975.34,67.65,597.39,345.1,1027.75,22.34
GPRE,2019,48.626,6.3785,84.407,46.5245,181269,1811 Aksarben Drive,68106,Omaha,0,0,1,0,0,0,0,2860,GREEN PLAINS INC,1309402,USA,667.913,1698.218,245.977,252.992,23.919,541.791,832.932,879.747,0.0,0.0,113.399,751.905,2410.604,0.0,9.718,-142.57,-4.38,-166.86,-166.86,2417.238,40.2,36.032,431.485,15.43,113.4,2216.43,112.78,734.88,946.82,3658.08,41.1
TSN,2020,59.529,30.8343,87.477,59.32,10793,2200 West Don Tyson Parkway,72762-6999,Springdale,0,0,1,0,0,0,0,2011,TYSON FOODS INC -CL A,100493,USA,7598.0,34456.0,1420.0,3859,0.0,4234.0,19070.0,8128.0,0.0,26.0,1952.0,15254.0,36105.0,0.0,616.0,3626.0,5.68,2061.0,2061.0,43185.0,485.0,365.0,11868,59.48,1926.0,33097,2152,4108,14082,36214,366
HL,2019,32.407,35.7618,87.477,51.9264,5560,"6500 North Mineral Drive, Suite 200",83815-9408,Coeur d'Alene,1,0,0,0,0,0,0,1040,HECLA MINING CO,719413,USA,179.124,2637.308,62.452,66.213,0.0,116.974,944.885,2440.079,0.039,0.0,38.421,1692.423,448.125,0.552,5.466,-36.727,-0.2,-99.557,-100.109,673.266,45.592,522.896,533.77,3.39,38.42,2703.94,25.82,87.53,1690.96,354.02,482.6
ABG,2019,0.0,12.5756,87.477,33.4172,144640,"2905 Premiere Parkway NW, Suite 300",30097,Duluth,0,0,0,0,0,1,0,5500,ASBURY AUTOMOTIVE GROUP INC,1144980,USA,1602.6,2911.3,3.5,985,0.0,1247.0,2265.0,975.3,0.0,1.4,348.0,646.3,6041.4,0.0,0.0,332.9,9.65,184.4,184.4,7210.3,93.4,19.28,1009,111.79,346.6,2695.4,342,1067.6,473.2,5771.4,19.35
ABG,2020,1.752,13.2104,87.477,34.2118,144640,"2905 Premiere Parkway NW, Suite 300",30097,Duluth,0,0,0,0,0,1,0,5500,ASBURY AUTOMOTIVE GROUP INC,1144980,USA,1405.7,3676.3,1.4,875.2,0.0,1223.4,2770.8,1273.6,0.0,1.2,337.4,905.5,5908.4,0.0,0.0,404.3,13.25,254.4,254.4,7131.8,74.8,19.285,1523.3,145.74,336.2,2911.3,346.6,985,646.3,6041.4,19.28
HA,2019,4.712,13.8452,87.477,35.4089,60902,"3375 Koapaka Street, Suite G-350",96819,Honolulu,0,0,0,1,0,0,0,4512,HAWAIIAN HOLDINGS INC,1172222,USA,874.706,4126.624,373.056,37.63,245.599,1075.216,3044.828,2949.317,0.0,0.651,161.572,1081.796,2060.369,0.0,6.261,327.477,4.72,223.984,223.984,2832.228,27.864,46.122,1362.154,29.29,160.92,3196.65,111.78,33.94,947.99,2066.33,48.54
DENN,2019,16.128,16.5961,87.477,40.1267,19398,203 East Main Street,29319-9966,Spartanburg,0,0,0,0,0,1,0,5812,DENNYS CORP,852772,USA,52.733,460.387,3.372,1.325,3.649,95.581,598.451,267.896,0.0,0.274,27.488,-138.064,382.282,0.0,0.0,73.803,1.96,117.41,117.41,541.389,18.717,57.095,425.547,19.88,27.21,335.35,25.98,2.99,-133.35,467.16,61.53
BCC,2019,17.638,14.3894,84.979,39.0605,16486,"1111 West Jefferson Street, Suite 300",83702-5389,Boise,0,0,0,0,1,0,0,5031,BOISE CASCADE CO,1328581,USA,1022.764,1693.351,285.237,497.596,0.0,384.992,992.021,575.262,0.0,0.591,231.646,701.33,3965.776,0.0,54.283,135.676,2.07,80.925,80.925,4643.404,29.014,38.986,532.454,36.53,231.06,1581.25,228.18,533.05,672.59,4307.59,38.71
CENX,2020,49.532,23.0653,84.979,52.5702,62516,"One South Wacker Drive, Suite 1000",60606,Chicago,0,0,1,0,0,0,0,3350,CENTURY ALUMINUM CO,949157,USA,456.0,1399.6,81.6,291.1,2.7,240.3,853.5,905.3,0.0,1.0,61.3,546.1,1558.6,0.0,0.0,-80.0,-1.38,-123.3,-123.3,1605.1,31.6,90.056,334,11.03,60.3,1499.7,99.2,320.6,675,1787.5,89.19
WBA,2019,29.84,43.8634,91.24,55.0246,11264,108 Wilmot Road,60015,Deerfield,0,0,0,0,0,1,0,5912,WALGREENS BOOTS ALLIANCE INC,1618921,USA,18700.0,67598.0,1023.0,9333,189.0,25769.0,43446.0,13478.0,0.0,95.0,7226.0,23512.0,104644.0,0.0,1629.0,5718.0,4.32,3982.0,3982.0,136866.0,704.0,895.388,12348,51.19,7131.0,68124,6498,9565,26007,98932,952.13
ALTO,2019,0.0,14.6312,85.521,33.4473,163595,"1300 South Second Street, Suite 2060",61554,Pekin,0,0,1,0,0,0,0,2860,ALTO INGREDIENTS INC,778164,USA,232.064,612.495,18.997,60.6,0.615,160.398,385.45,356.872,0.001,0.039,74.307,219.78,1393.888,1.265,1.265,-45.391,-1.9,-88.949,-90.214,1424.881,20.769,55.509,268.423,0.65,74.27,659.98,68.24,57.82,299.77,1489.69,45.77
SBUX,2019,33.827,24.0326,93.739,50.5885,25434,2401 Utah Avenue South,98134,Seattle,0,0,0,0,0,1,0,5812,STARBUCKS CORP,829224,USA,5653.9,19219.6,2686.6,1529.4,70.5,6168.7,25450.6,6431.7,0.0,6.7,1020.3,-6232.2,19380.7,0.0,1801.6,3928.3,2.95,3599.2,3599.2,26508.6,331.0,1184.6,11167,88.42,1013.6,24156.4,1640.5,1400.5,1169.5,17843.6,1309.1
AMC,2019,0.0,10.6409,81.909,30.9124,177637,"One AMC Way, 11500 Ash Street",66211,Leawood,0,0,0,0,0,0,1,7830,AMC ENTERTAINMENT HOLDINGS,1411579,USA,673.1,13675.8,265.0,37.5,10.5,1933.2,12461.6,7445.2,0.0,0.0,265.9,1214.2,4663.5,0.0,82.4,235.8,-1.44,-149.1,-149.1,5471.0,340.8,103.85,10352.9,7.24,265.9,9495.8,284.2,35.2,1398,4454,103.48
SEAS,2019,17.306,18.1681,85.099,40.2475,186392,6240 Sea Harbor Drive,32821,Orlando,0,0,0,0,0,0,1,7996,SEAWORLD ENTERTAINMENT INC,1564902,USA,169.149,2300.518,39.946,33.163,0.979,402.66,2089.626,1878.387,0.0,0.0,82.639,210.892,758.61,0.0,0.0,249.476,1.11,89.476,89.476,1398.244,88.778,78.254,1679.917,31.71,82.64,2115.6,57.98,35.81,265.19,809.76,83.23
SBUX,2020,33.827,24.0326,93.739,50.5885,25434,2401 Utah Avenue South,98134,Seattle,0,0,0,0,0,1,0,5812,STARBUCKS CORP,829224,USA,7806.4,29374.5,4350.9,1551.4,281.2,7346.8,37173.9,14375.5,0.0,27.1,1395.4,-7805.1,19109.9,0.0,1436.6,1299.6,0.79,928.3,928.3,23518.0,437.0,1173.3,24820,85.92,1368.3,19219.6,1013.6,1529.4,-6232.2,19380.7,1184.6
PZZA,2020,16.793,25.2116,87.477,43.215,28397,2002 Papa John's Boulevard,40299-2367,Louisville,0,0,0,0,0,1,0,5812,PAPA JOHNS INTERNATIONAL INC,901491,USA,306.407,872.77,130.204,30.265,0.0,288.869,881.334,365.845,251.901,3.622,102.726,-30.277,1472.139,14.059,43.562,96.238,1.29,57.932,41.737,1813.234,17.022,32.545,513.572,84.85,99.1,730.72,85.39,27.53,-81.19,1330.09,31.89
WBA,2020,29.84,43.8634,91.24,55.0246,11264,108 Wilmot Road,60015,Deerfield,0,0,0,0,0,1,0,5912,WALGREENS BOOTS ALLIANCE INC,1618921,USA,18073.0,87174.0,516.0,9451,230.0,27070.0,66038.0,35065.0,0.0,61.0,7132.0,20637.0,109466.0,0.0,1618.0,4164.0,0.52,456.0,456.0,139537.0,639.0,865.604,38189,38.02,7071.0,67598,7131,9333,23512,104644,895.39
TSLA,2020,25.279,20.2842,84.979,43.567,184996,13101 Tesla Road,78725,Austin,0,0,1,0,0,0,0,3711,TESLA INC,1318605,USA,26717.0,52148.0,19384.0,4101,238.0,14248.0,28469.0,23375.0,0.0,0.0,1912.0,22225.0,22351.0,0.0,0.0,2184.0,0.74,721.0,690.0,31536.0,691.0,960.0,13347,705.67,1912.0,34309,1324,3552,6618,18402,181
JACK,2019,14.709,12.8476,87.477,38.4066,13092,9357 Spectrum Center Boulevard,92123,San Diego,0,0,0,0,0,1,0,5812,JACK IN THE BOX INC,807882,USA,227.128,958.483,125.536,1.776,26.025,157.923,1696.067,391.934,0.0,2.965,45.235,-737.584,605.257,0.0,41.426,219.912,3.66,94.437,94.437,950.107,59.627,24.398,1275.148,91.12,42.27,823.4,55.73,1.86,-591.7,499.75,25.74
DISH,2020,15.282,13.2709,83.022,37.2498,60900,9601 South Meridian Boulevard,80112,Englewood,0,0,0,1,0,0,0,4841,DISH NETWORK CORP,1001082,USA,7022.158,38239.947,3370.092,380.349,362.953,6084.746,24108.654,2286.604,0.0,72.278,1104.202,13780.155,10033.728,0.0,0.0,2882.033,3.36,1762.673,1762.673,15493.435,937.618,526.156,15822.41,32.34,1031.92,33230.94,569.08,322.9,11564.52,8503.23,523.04
